,sampCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
15879,HU,2021,Metamitron,7,7.0,0.01,0.0,0.0,0.0,0.0
15880,HU,2021,Metazachlor (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15882,HU,2021,Methacrifos,7,7.0,0.01,0.0,0.0,0.0,0.0
15883,HU,2021,Methamidophos,7,7.0,0.01,0.0,0.0,0.0,0.0
15884,HU,2021,Methidathion,7,0.0,0.0,0.0,7.0,0.01,0.0
15885,HU,2021,Methiocarb (sum),7,7.0,0.0145,0.0079,0.0,0.0,0.0
15886,HU,2021,Methoxychlor,7,0.0,0.0,0.0,7.0,0.005,0.0
15887,HU,2021,Methoxyfenozide,7,7.0,0.01,0.0,0.0,0.0,0.0
15888,HU,2021,Metobromuron,7,7.0,0.01,0.0,0.0,0.0,0.0
15890,HU,2021,Metoxuron,7,7.0,0.01,0.0,0.0,0.0,0.0
15891,HU,2021,Metrafenone,7,7.0,0.01,0.0,0.0,0.0,0.0
15892,HU,2021,Metribuzin,7,7.0,0.01,0.0,7.0,0.01,0.0
15893,HU,2021,Mevinphos (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15894,HU,2021,Molinate,7,7.0,0.01,0.0,0.0,0.0,0.0
15895,HU,2021,Monocrotophos,7,7.0,0.01,0.0,0.0,0.0,0.0
15896,HU,2021,Monolinuron,7,7.0,0.01,0.0,0.0,0.0,0.0
15897,HU,2021,Napropamide (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15898,HU,2021,Nitenpyram,7,7.0,0.01,0.0,0.0,0.0,0.0
15899,HU,2021,Nitrofen,7,7.0,0.01,0.0,0.0,0.0,0.0
15900,HU,2021,Novaluron (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15901,HU,2021,Nuarimol,7,7.0,0.01,0.0,0.0,0.0,0.0
15902,HU,2021,Ofurace,7,7.0,0.01,0.0,0.0,0.0,0.0
15903,HU,2021,Oxadiazon,7,7.0,0.01,0.0,0.0,0.0,0.0
15904,HU,2021,Oxadixyl,7,7.0,0.01,0.0,0.0,0.0,0.0
15905,HU,2021,Oxamyl,7,7.0,0.01,0.0,0.0,0.0,0.0
15906,HU,2021,Oxycarboxin,7,7.0,0.01,0.0,0.0,0.0,0.0
15907,HU,2021,Oxydemeton-methyl (sum),7,7.0,0.0065,0.0042,0.0,0.0,0.0
15908,HU,2021,Oxyfluorfen,7,7.0,0.01,0.0,0.0,0.0,0.0
15909,HU,2021,Paclobutrazol (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15910,HU,2021,Parathion,7,0.0,0.0,0.0,7.0,0.01,0.0
15911,HU,2021,Parathion-methyl (sum),7,7.0,0.005,0.0,7.0,0.0075,0.0026
15912,HU,2021,Penconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15913,HU,2021,Pencycuron,7,7.0,0.01,0.0,0.0,0.0,0.0
15914,HU,2021,Pendimethalin,7,0.0,0.0,0.0,7.0,0.01,0.0
15915,HU,2021,Penflufen (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15916,HU,2021,Permethrin (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
15917,HU,2021,Pethoxamid,7,7.0,0.01,0.0,0.0,0.0,0.0
15918,HU,2021,Phenthoate,7,7.0,0.01,0.0,0.0,0.0,0.0
15919,HU,2021,Phosalone,7,7.0,0.01,0.0,0.0,0.0,0.0
15920,HU,2021,Phosmet (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15921,HU,2021,Phosphamidon,7,7.0,0.01,0.0,0.0,0.0,0.0
15922,HU,2021,Phoxim,7,7.0,0.01,0.0,0.0,0.0,0.0
15924,HU,2021,Picolinafen,7,7.0,0.01,0.0,0.0,0.0,0.0
15925,HU,2021,Picoxystrobin,7,7.0,0.01,0.0,0.0,0.0,0.0
15926,HU,2021,Pirimicarb (sum),7,7.0,0.0137,0.0053,0.0,0.0,0.0
15927,HU,2021,Pirimiphos-Ethyl,7,7.0,0.01,0.0,0.0,0.0,0.0
15928,HU,2021,Pirimiphos-methyl (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
15929,HU,2021,Profenofos,7,0.0,0.0,0.0,7.0,0.01,0.0
15930,HU,2021,Prometryn,7,7.0,0.01,0.0,0.0,0.0,0.0
15931,HU,2021,Propachlor (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15933,HU,2021,Propaquizafop,7,7.0,0.01,0.0,0.0,0.0,0.0
15934,HU,2021,Propargite,7,7.0,0.01,0.0,0.0,0.0,0.0
15935,HU,2021,Propazine,7,7.0,0.01,0.0,0.0,0.0,0.0
15936,HU,2021,Propetamphos,7,7.0,0.01,0.0,0.0,0.0,0.0
15937,HU,2021,Propham,7,7.0,0.01,0.0,0.0,0.0,0.0
15938,HU,2021,Propiconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15939,HU,2021,Propisochlor,7,7.0,0.01,0.0,0.0,0.0,0.0
15940,HU,2021,Propoxur,7,7.0,0.01,0.0,0.0,0.0,0.0
15941,HU,2021,Propyzamide (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15942,HU,2021,Proquinazid (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15943,HU,2021,Prosulfocarb,7,7.0,0.01,0.0,0.0,0.0,0.0
15944,HU,2021,Prosulfuron,7,7.0,0.01,0.0,0.0,0.0,0.0
15945,HU,2021,Prothioconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15946,HU,2021,Prothiofos,7,7.0,0.01,0.0,0.0,0.0,0.0
15947,HU,2021,Pymetrozine (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15948,HU,2021,Pyraclostrobin,7,7.0,0.01,0.0,0.0,0.0,0.0
15949,HU,2021,Pyrazophos,7,0.0,0.0,0.0,7.0,0.01,0.0
15950,HU,2021,Pyrethrins,7,7.0,0.01,0.0,0.0,0.0,0.0
15951,HU,2021,Pyridaben,7,7.0,0.01,0.0,0.0,0.0,0.0
15952,HU,2021,Pyridaphenthion,7,7.0,0.01,0.0,0.0,0.0,0.0
15953,HU,2021,Pyrifenox,7,7.0,0.01,0.0,0.0,0.0,0.0
15954,HU,2021,Pyrimethanil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15955,HU,2021,Pyriproxyfen,7,7.0,0.01,0.0,0.0,0.0,0.0
15956,HU,2021,Quinalphos,7,7.0,0.01,0.0,0.0,0.0,0.0
15957,HU,2021,Quinoclamine,7,7.0,0.01,0.0,0.0,0.0,0.0
15958,HU,2021,Quinoxyfen,7,7.0,0.01,0.0,0.0,0.0,0.0
15959,HU,2021,Quintozene (sum),7,7.0,0.007,0.0057,7.0,0.0073,0.0026
15960,HU,2021,Rotenone,7,7.0,0.01,0.0,0.0,0.0,0.0
15961,HU,2021,Secbumeton,7,7.0,0.01,0.0,0.0,0.0,0.0
15962,HU,2021,Silthiofam,7,7.0,0.01,0.0,0.0,0.0,0.0
15963,HU,2021,Simazine,7,7.0,0.01,0.0,0.0,0.0,0.0
15964,HU,2021,Simetryn,7,7.0,0.01,0.0,0.0,0.0,0.0
15965,HU,2021,Spinosad (sum),7,7.0,0.0133,0.0048,0.0,0.0,0.0
15966,HU,2021,Spirodiclofen,7,7.0,0.004,0.0,0.0,0.0,0.0
15967,HU,2021,Spiromesifen,7,7.0,0.01,0.0,0.0,0.0,0.0
15968,HU,2021,Spiroxamine (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15969,HU,2021,Sulfotep,7,7.0,0.01,0.0,0.0,0.0,0.0
15970,HU,2021,Tebufenozide,7,7.0,0.01,0.0,0.0,0.0,0.0
15971,HU,2021,Tebufenpyrad,7,7.0,0.01,0.0,0.0,0.0,0.0
15972,HU,2021,Teflubenzuron,7,7.0,0.01,0.0,0.0,0.0,0.0
15973,HU,2021,Tefluthrin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15974,HU,2021,Terbacil,7,7.0,0.01,0.0,0.0,0.0,0.0
15975,HU,2021,Terbufos (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15976,HU,2021,Terbumeton,7,7.0,0.01,0.0,0.0,0.0,0.0
15978,HU,2021,Terbutryn,7,7.0,0.01,0.0,0.0,0.0,0.0
15979,HU,2021,Tetrachlorvinphos,7,7.0,0.01,0.0,0.0,0.0,0.0
15980,HU,2021,Tetraconazole (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
15981,HU,2021,Tetradifon,7,7.0,0.01,0.0,0.0,0.0,0.0
15982,HU,2021,Tetramethrin,7,7.0,0.01,0.0,0.0,0.0,0.0
15983,HU,2021,Thiacloprid,7,7.0,0.01,0.0,0.0,0.0,0.0
15984,HU,2021,Thiamethoxam (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15985,HU,2021,Thiencarbazone-methyl,7,7.0,0.01,0.0,0.0,0.0,0.0
15986,HU,2021,Thiometon,7,7.0,0.01,0.0,0.0,0.0,0.0
15987,HU,2021,Tolclofos-methyl,7,7.0,0.01,0.0,0.0,0.0,0.0
15988,HU,2021,Tolylfluanid (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15989,HU,2021,Tri-allate,7,7.0,0.01,0.0,0.0,0.0,0.0
15990,HU,2021,Triadimenol (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15991,HU,2021,Triazophos,7,0.0,0.0,0.0,7.0,0.01,0.0
15992,HU,2021,Trichlorfon,7,7.0,0.01,0.0,0.0,0.0,0.0
15993,HU,2021,Tricyclazole,7,7.0,0.01,0.0,0.0,0.0,0.0
15994,HU,2021,Trifloxystrobin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
15995,HU,2021,Triflumuron,7,7.0,0.01,0.0,0.0,0.0,0.0
15996,HU,2021,Trifluralin,7,7.0,0.01,0.0,0.0,0.0,0.0
15997,HU,2021,Triforine,7,7.0,0.01,0.0,0.0,0.0,0.0
15998,HU,2021,Triticonazole,7,7.0,0.01,0.0,0.0,0.0,0.0
15999,HU,2021,Vamidothion (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16000,HU,2021,Vinclozolin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16001,HU,2021,Zoxamide,7,7.0,0.01,0.0,0.0,0.0,0.0
15776,HU,2021,Cyfluthrin (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
15780,HU,2021,Cyprodinil (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
15889,HU,2021,Metolachlor and S-metolachlor (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
15977,HU,2021,Terbuthylazine,6,6.0,0.01,0.0,0.0,0.0,0.0
15735,HU,2021,Azamethiphos,2,2.0,0.01,0.0,0.0,0.0,0.0
15923,HU,2021,Phthalimide,2,2.0,0.01,0.0,0.0,0.0,0.0
15789,HU,2021,Dicofol (sum),1,1.0,0.0133,0.0058,0.0,0.0,0.0
15881,HU,2021,Metconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
15932,HU,2021,Propamocarb (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
16044,HU,2023,Chlordane (sum),20,20.0,0.005,0.0,0.0,0.0,0.0
16065,HU,2023,DDT (sum),20,20.0,0.01,0.0,20.0,0.0102,0.0075
16077,HU,2023,Dieldrin (sum),20,0.0,0.0,0.0,20.0,0.005,0.0
16092,HU,2023,Endosulfan (sum),20,0.0,0.0,0.0,20.0,0.0075,0.0044
16141,HU,2023,HCH (sum),20,20.0,0.005,0.0,0.0,0.0,0.0
16142,HU,2023,HCH-alpha,20,0.0,0.0,0.0,20.0,0.005,0.0
16143,HU,2023,HCH-beta,20,0.0,0.0,0.0,20.0,0.005,0.0
16144,HU,2023,Heptachlor (sum),20,20.0,0.007,0.0041,0.0,0.0,0.0
16146,HU,2023,Hexachlorobenzene,20,0.0,0.0,0.0,20.0,0.005,0.0
16169,HU,2023,Lindane,20,0.0,0.0,0.0,20.0,0.005,0.0
16187,HU,2023,Methoxychlor,20,0.0,0.0,0.0,20.0,0.005,0.0
16208,HU,2023,Oxychlordane,20,20.0,0.005,0.0,0.0,0.0,0.0
16002,HU,2023,2-phenylphenol (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
16005,HU,2023,Acetochlor,19,19.0,0.01,0.0,0.0,0.0,0.0
16007,HU,2023,Acrinathrin,19,19.0,0.01,0.0,0.0,0.0,0.0
16013,HU,2023,Atrazine,19,19.0,0.01,0.0,0.0,0.0,0.0
16019,HU,2023,Azoxystrobin,19,19.0,0.01,0.0,0.0,0.0,0.0
16024,HU,2023,Bifenox,19,19.0,0.01,0.0,0.0,0.0,0.0
16025,HU,2023,Bifenthrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
16026,HU,2023,Biphenyl,19,19.0,0.01,0.0,0.0,0.0,0.0
16029,HU,2023,Boscalid (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
16030,HU,2023,Bromfenvinfos,19,19.0,0.01,0.0,0.0,0.0,0.0
16033,HU,2023,Bromopropylate,19,19.0,0.01,0.0,0.0,0.0,0.0
16047,HU,2023,Chlorobenzilate,19,0.0,0.0,0.0,19.0,0.01,0.0
16049,HU,2023,Chlorpropham (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
16050,HU,2023,Chlorpyrifos,19,0.0,0.0,0.0,19.0,0.005,0.0
16051,HU,2023,Chlorpyrifos-methyl,19,0.0,0.0,0.0,19.0,0.005,0.0
16054,HU,2023,Coumaphos,19,19.0,0.01,0.0,0.0,0.0,0.0
16060,HU,2023,Cyfluthrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
16062,HU,2023,Cypermethrin (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
16066,HU,2023,Deltamethrin,19,0.0,0.0,0.0,19.0,0.02,0.0
16070,HU,2023,Diazinon,19,0.0,0.0,0.0,19.0,0.01,0.0
16071,HU,2023,Dichlofluanid and DMSA (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
16072,HU,2023,Dichlorvos,19,19.0,0.01,0.0,0.0,0.0,0.0
16074,HU,2023,Dicloran,19,19.0,0.01,0.0,0.0,0.0,0.0
16075,HU,2023,Dicofol (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
16084,HU,2023,Dimethomorph (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
16086,HU,2023,Diphenylamine,19,0.0,0.0,0.0,19.0,0.01,0.0
16099,HU,2023,Etofenprox,19,0.0,0.0,0.0,19.0,0.01,0.0
16103,HU,2023,Fenamidone,19,19.0,0.01,0.0,0.0,0.0,0.0
16105,HU,2023,Fenarimol,19,19.0,0.01,0.0,0.0,0.0,0.0
16111,HU,2023,Fenpropathrin,19,19.0,0.01,0.0,0.0,0.0,0.0
16116,HU,2023,Fipronil (sum),19,0.0,0.0,0.0,19.0,0.0034,0.001
16117,HU,2023,Fluazifop-methyl,19,19.0,0.01,0.0,0.0,0.0,0.0
16129,HU,2023,Fluquinconazole,19,0.0,0.0,0.0,19.0,0.01,0.0
16130,HU,2023,Flurochloridone (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
16134,HU,2023,Fluvalinate (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
16138,HU,2023,Formothion,19,19.0,0.01,0.0,0.0,0.0,0.0
16153,HU,2023,Indoxacarb (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
16157,HU,2023,Isocarbophos,19,19.0,0.01,0.0,0.0,0.0,0.0
16158,HU,2023,Isodrin,19,19.0,0.01,0.0,0.0,0.0,0.0
16167,HU,2023,Lambda-cyhalothrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
16192,HU,2023,Metrafenone,19,19.0,0.01,0.0,0.0,0.0,0.0
16198,HU,2023,"N, N-Diethyl-meta-toluamide (DEET)",19,19.0,0.01,0.0,0.0,0.0,0.0
16201,HU,2023,Nitrofen,19,19.0,0.01,0.0,0.0,0.0,0.0
16213,HU,2023,Parathion,19,0.0,0.0,0.0,19.0,0.01,0.0
16214,HU,2023,Parathion-methyl (sum),19,19.0,0.005,0.0,19.0,0.0074,0.0025
16220,HU,2023,Permethrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
16236,HU,2023,Procymidone,19,19.0,0.01,0.0,0.0,0.0,0.0
16253,HU,2023,Prothiofos,19,19.0,0.01,0.0,0.0,0.0,0.0
16258,HU,2023,Pyridaben,19,19.0,0.01,0.0,0.0,0.0,0.0
16268,HU,2023,Quintozene (sum),19,19.0,0.0053,0.0011,19.0,0.007,0.003
16269,HU,2023,Resmethrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
16283,HU,2023,Tebufenpyrad,19,19.0,0.01,0.0,0.0,0.0,0.0
16285,HU,2023,Tefluthrin (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
16292,HU,2023,Tetradifon,19,19.0,0.01,0.0,0.0,0.0,0.0
16293,HU,2023,Tetramethrin,19,19.0,0.01,0.0,0.0,0.0,0.0
16304,HU,2023,Triazophos,19,0.0,0.0,0.0,19.0,0.01,0.0
16311,HU,2023,Trifluralin,19,19.0,0.01,0.0,0.0,0.0,0.0
16315,HU,2023,Vinclozolin,19,19.0,0.01,0.0,0.0,0.0,0.0
16003,HU,2023,Abamectin (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16004,HU,2023,Acephate,18,18.0,0.01,0.0,0.0,0.0,0.0
16006,HU,2023,Aclonifen,18,18.0,0.01,0.0,0.0,0.0,0.0
16008,HU,2023,Alachlor,18,18.0,0.01,0.0,0.0,0.0,0.0
16009,HU,2023,Aldicarb (sum),18,18.0,0.0115,0.0051,0.0,0.0,0.0
16010,HU,2023,Ametoctradin,18,18.0,0.01,0.0,0.0,0.0,0.0
16011,HU,2023,Ametryn,18,18.0,0.01,0.0,0.0,0.0,0.0
16012,HU,2023,Amitraz (sum),18,18.0,0.0053,0.0033,0.0,0.0,0.0
16014,HU,2023,"Atrazine, Desisopropyl-",18,18.0,0.01,0.0,0.0,0.0,0.0
16015,HU,2023,Azamethiphos,18,18.0,0.01,0.0,0.0,0.0,0.0
16016,HU,2023,Azinphos-ethyl,18,0.0,0.0,0.0,18.0,0.01,0.0
16017,HU,2023,Azinphos-methyl,18,0.0,0.0,0.0,18.0,0.01,0.0
16018,HU,2023,Aziprotryne,18,18.0,0.01,0.0,0.0,0.0,0.0
16020,HU,2023,Benalaxyl (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16021,HU,2023,Benthiavalicarb isopropyl (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16022,HU,2023,Benzovindiflupyr,18,18.0,0.01,0.0,0.0,0.0,0.0
16023,HU,2023,Bifenazate (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16027,HU,2023,Bitertanol (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16031,HU,2023,Bromophos,18,18.0,0.01,0.0,0.0,0.0,0.0
16032,HU,2023,Bromophos-ethyl,18,18.0,0.01,0.0,0.0,0.0,0.0
16034,HU,2023,Buprofezin,18,18.0,0.01,0.0,0.0,0.0,0.0
16035,HU,2023,Butylate,18,18.0,0.01,0.0,0.0,0.0,0.0
16036,HU,2023,Cadusafos,18,18.0,0.01,0.0,0.0,0.0,0.0
16037,HU,2023,Carbaryl,18,18.0,0.01,0.0,0.0,0.0,0.0
16038,HU,2023,Carbendazim and benomyl (sum),18,18.0,0.01,0.0,18.0,0.01,0.0
16039,HU,2023,Carbendazim and thiophanate-methyl (sum),18,18.0,0.016,0.0,0.0,0.0,0.0
16040,HU,2023,Carbofuran (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16041,HU,2023,Carboxin,18,18.0,0.01,0.0,0.0,0.0,0.0
16042,HU,2023,Chlorantraniliprole,18,18.0,0.01,0.0,0.0,0.0,0.0
16043,HU,2023,Chlorbromuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16045,HU,2023,Chlorfenvinphos,18,18.0,0.01,0.0,0.0,0.0,0.0
16046,HU,2023,Chlorfluazuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16048,HU,2023,Chlorotoluron (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16052,HU,2023,Cinidon-ethyl (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16053,HU,2023,Clomazone (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16055,HU,2023,Cyanazine,18,18.0,0.01,0.0,0.0,0.0,0.0
16056,HU,2023,Cyazofamid,18,18.0,0.01,0.0,0.0,0.0,0.0
16057,HU,2023,Cycloate,18,18.0,0.01,0.0,0.0,0.0,0.0
16058,HU,2023,Cycloxydim (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16059,HU,2023,Cyflufenamid (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16061,HU,2023,Cymoxanil,18,18.0,0.01,0.0,0.0,0.0,0.0
16063,HU,2023,Cyproconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16067,HU,2023,Demeton-S-Methyl (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16068,HU,2023,Desethyl-Atrazine,18,18.0,0.01,0.0,0.0,0.0,0.0
16069,HU,2023,Desmedipham,18,18.0,0.01,0.0,0.0,0.0,0.0
16073,HU,2023,Diclobutrazol,18,18.0,0.01,0.0,0.0,0.0,0.0
16076,HU,2023,Dicrotophos,18,18.0,0.01,0.0,0.0,0.0,0.0
16078,HU,2023,Diethofencarb,18,18.0,0.01,0.0,0.0,0.0,0.0
16079,HU,2023,Diflubenzuron (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16080,HU,2023,Diflufenican,18,18.0,0.01,0.0,0.0,0.0,0.0
16081,HU,2023,Dimethachlor,18,18.0,0.01,0.0,0.0,0.0,0.0
16082,HU,2023,Dimethenamid (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16083,HU,2023,Dimethoate (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16085,HU,2023,Diniconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16087,HU,2023,Disulfoton (sum),18,18.0,0.0045,0.0026,0.0,0.0,0.0
16088,HU,2023,Ditalimfos,18,18.0,0.01,0.0,0.0,0.0,0.0
16089,HU,2023,Diuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16090,HU,2023,Dodine,18,18.0,0.01,0.0,0.0,0.0,0.0
16091,HU,2023,EPN,18,18.0,0.01,0.0,0.0,0.0,0.0
16094,HU,2023,Ethiofencarb,18,18.0,0.01,0.0,0.0,0.0,0.0
16095,HU,2023,Ethion,18,18.0,0.01,0.0,0.0,0.0,0.0
16096,HU,2023,Ethirimol,18,18.0,0.01,0.0,0.0,0.0,0.0
16097,HU,2023,Ethofumesate (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16098,HU,2023,Ethoprophos,18,18.0,0.01,0.0,0.0,0.0,0.0
16100,HU,2023,Etoxazole,18,18.0,0.01,0.0,0.0,0.0,0.0
16101,HU,2023,Etrimfos,18,18.0,0.01,0.0,0.0,0.0,0.0
16102,HU,2023,Famoxadone,18,0.0,0.0,0.0,18.0,0.01,0.0
16104,HU,2023,Fenamiphos (sum),18,18.0,0.003,0.0,0.0,0.0,0.0
16106,HU,2023,Fenazaquin,18,18.0,0.01,0.0,0.0,0.0,0.0
16107,HU,2023,Fenbuconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16108,HU,2023,Fenhexamid,18,18.0,0.01,0.0,0.0,0.0,0.0
16109,HU,2023,Fenitrothion,18,18.0,0.01,0.0,0.0,0.0,0.0
16110,HU,2023,Fenoxycarb,18,18.0,0.01,0.0,0.0,0.0,0.0
16112,HU,2023,Fenpropidin (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16113,HU,2023,Fenpyrazamine,18,18.0,0.01,0.0,0.0,0.0,0.0
16114,HU,2023,Fensulfothion (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16115,HU,2023,Fenthion (sum),18,18.0,0.002,0.0,18.0,0.0027,0.0029
16118,HU,2023,Fluazinam,18,18.0,0.01,0.0,0.0,0.0,0.0
16119,HU,2023,Flubendiamide (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16120,HU,2023,Fludioxonil,18,18.0,0.01,0.0,0.0,0.0,0.0
16121,HU,2023,Flufenacet (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16122,HU,2023,Flufenoxuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16123,HU,2023,Flumethrin,18,18.0,0.01,0.0,0.0,0.0,0.0
16124,HU,2023,Flumioxazin,18,18.0,0.01,0.0,0.0,0.0,0.0
16125,HU,2023,Fluometuron,18,18.0,0.005,0.0,0.0,0.0,0.0
16126,HU,2023,Fluopicolide,18,18.0,0.01,0.0,0.0,0.0,0.0
16127,HU,2023,Fluopyram,18,0.0,0.0,0.0,18.0,0.01,0.0
16128,HU,2023,Fluoxastrobin (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16132,HU,2023,Flutolanil,18,18.0,0.01,0.0,0.0,0.0,0.0
16133,HU,2023,Flutriafol,18,18.0,0.01,0.0,0.0,0.0,0.0
16135,HU,2023,Fluxapyroxad,18,18.0,0.01,0.0,0.0,0.0,0.0
16136,HU,2023,Fomesafen,18,18.0,0.01,0.0,0.0,0.0,0.0
16137,HU,2023,Fonofos,18,18.0,0.01,0.0,0.0,0.0,0.0
16139,HU,2023,Fosthiazate,18,18.0,0.01,0.0,0.0,0.0,0.0
16140,HU,2023,Fuberidazole,18,18.0,0.01,0.0,0.0,0.0,0.0
16145,HU,2023,Heptenophos,18,18.0,0.01,0.0,0.0,0.0,0.0
16147,HU,2023,Hexaconazole,18,18.0,0.01,0.0,0.0,0.0,0.0
16148,HU,2023,Hexaflumuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16149,HU,2023,Hexazinone,18,18.0,0.01,0.0,0.0,0.0,0.0
16150,HU,2023,Hexythiazox (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16151,HU,2023,Imazalil (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16152,HU,2023,Imidacloprid,18,18.0,0.01,0.0,0.0,0.0,0.0
16154,HU,2023,Ipconazole,18,18.0,0.01,0.0,0.0,0.0,0.0
16155,HU,2023,Iprodione,18,18.0,0.01,0.0,0.0,0.0,0.0
16156,HU,2023,Iprovalicarb,18,18.0,0.01,0.0,0.0,0.0,0.0
16159,HU,2023,Isofenphos,18,18.0,0.01,0.0,0.0,0.0,0.0
16160,HU,2023,Isofenphos-methyl,18,18.0,0.01,0.0,0.0,0.0,0.0
16161,HU,2023,Isoprocarb,18,18.0,0.01,0.0,0.0,0.0,0.0
16162,HU,2023,Isoprothiolane,18,18.0,0.01,0.0,0.0,0.0,0.0
16163,HU,2023,Isoproturon,18,18.0,0.01,0.0,0.0,0.0,0.0
16164,HU,2023,Isopyrazam (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16165,HU,2023,Isoxadifen-ethyl,18,18.0,0.01,0.0,0.0,0.0,0.0
16168,HU,2023,Lenacil,18,18.0,0.01,0.0,0.0,0.0,0.0
16170,HU,2023,Linuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16171,HU,2023,Lufenuron (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16172,HU,2023,Malathion (sum),18,18.0,0.0067,0.0024,0.0,0.0,0.0
16173,HU,2023,Mandipropamid (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16174,HU,2023,Mecarbam,18,18.0,0.01,0.0,0.0,0.0,0.0
16175,HU,2023,Mepanipyrim,18,18.0,0.01,0.0,0.0,0.0,0.0
16176,HU,2023,Mepronil,18,18.0,0.01,0.0,0.0,0.0,0.0
