,paramcode,tag,long_name,obligatory,voluntary,total_samples
527,RF-0368-001-PPP,Prothioconazole,Prothioconazole,74.0,228.0,302.0
317,RF-0165-001-PPP,Ethoxyquin,Ethoxyquin,103.0,199.0,302.0
926,RF-0786-001-PPP,Methoprotryne,Methoprotryne,84.0,214.0,298.0
510,RF-0354-001-PPP,Propamocarb (sum),"Propamocarb (Sum of propamocarb and its salts, expressed as propamocarb)",115.0,180.0,295.0
962,RF-0837-001-PPP,Pentachloroanisole,Pentachloroanisole,100.0,192.0,292.0
749,RF-0595-001-PPP,Desmetryn,Desmetryn,132.0,160.0,292.0
538,RF-0376-001-PPP,Pyridate (sum),"Pyridate (sum of pyridate, its hydrolysis product CL 9673 (6-chloro-4-hydroxy-3-phenylpyridazin) and hydrolysable conjugates of CL 9673 expressed as pyridate)",116.0,173.0,289.0
573,RF-0410-001-PPP,TEPP,TEPP,78.0,210.0,288.0
751,RF-0597-001-PPP,Dialifos,Dialifos,115.0,168.0,283.0
960,RF-0835-001-PPP,Pebulate,Pebulate,126.0,154.0,280.0
366,RF-0216-001-PPP,Flurprimidol,Flurprimidol,148.0,128.0,276.0
556,RF-0392-001-PPP,Spinetoram (sum),Spinetoram,96.0,178.0,274.0
329,RF-0177-001-PPP,Fenbutatin oxide,Fenbutatin oxide,74.0,197.0,271.0
406,RF-0259-001-PPP,Isoxaflutole (sum),"Isoxaflutole (sum of isoxaflutole and its diketonitrile-metabolite, expressed as isoxaflutole)",78.0,191.0,269.0
878,RF-0733-001-PPP,Halofenozide,Halofenozide,129.0,138.0,267.0
11,RF-00000030-PAR,Spirotetramat (sum),Spirotetramat (spirotetramat and its metabolite BYI08330-enol expressed as spirotetramat),91.0,175.0,266.0
409,RF-0260-002-PPP,Kresoxim-methyl (sum),"Kresoxim-methyl (BF-490-9 (2-[2-(4-hydroxy-2-methylphenoxymethyl)phenyl]-2-methoxy-iminoacetic acid), expressed as parent)",99.0,167.0,266.0
383,RF-0235-003-PPP,Haloxyfop-Ethoxyethylester,Haloxyfop-Ethoxyethylester,106.0,159.0,265.0
930,RF-0792-001-PPP,Metolcarb,Metolcarb,109.0,155.0,264.0
708,RF-0554-001-PPP,Chlormephos,Chlormephos,85.0,177.0,262.0
399,RF-0253-001-PPP,Ioxynil (sum),"Ioxynil (sum of Ioxynil, its salts and its esters, expressed as ioxynil)",98.0,163.0,261.0
889,RF-0746-001-PPP,Imibenconazole,Imibenconazole,124.0,137.0,261.0
1115,RF-1058-001-PPP,Dimethenamid,Dimethenamid,65.0,196.0,261.0
79,RF-00004656-PAR,Benthiavalicarb isopropyl (sum),"Benthiavalicarb (Benthiavalicarb-isopropyl(KIF-230 R-L) and its enantiomer (KIF-230 S-D) and its diastereomers(KIF-230 S-L and KIF-230 R-D), expressed as benthiavalicarb-isopropyl)",72.0,186.0,258.0
217,RF-0070-001-PPP,Carfentrazone-ethyl (sum),Carfentrazone-ethyl (determined as Carfentrazone and expressed as Carfentrazone-ethyl),39.0,217.0,256.0
440,RF-0292-001-PPP,Metholachlor and metholachlor-S (sum),Metholachlor and metholachlor-S (Metholachlor including other mixtures of constituent isomers including S-metholachlor (sum of isomers)),65.0,191.0,256.0
205,RF-0057-001-PPP,Butralin,Butralin,117.0,139.0,256.0
940,RF-0803-001-PPP,2-Naphthyloxyacetic acid,2-Naphthyloxyacetic acid,62.0,194.0,256.0
192,RF-0043-001-PPP,Benthiavalicarb (sum),Benthiavalicarb (Benthiavalicarb-isopropyl (KIF-230 R-L) and its enantiomer (KIF-230 S-D) and diastereomers (KIF-230 R-L and KIF-230 S-D),100.0,155.0,255.0
147,RF-0008-001-PPP,"2,4-DB (sum)","2,4-DB (sum of 2,4-DB, its salts, its esters and its conjugates, expressed as 2,4-DB)",65.0,189.0,254.0
1114,RF-1057-001-PPP,Valifenalate,Valifenalate,116.0,138.0,254.0
1081,RF-0991-001-PPP,Folpet (sum),Phthalimide (expressed as folpet),133.0,119.0,252.0
301,RF-0150-001-PPP,Dithianon,Dithianon,128.0,123.0,251.0
484,RF-0334-002-PPP,Phenmedipham (sum),Phenmedipham (Methyl-N-(3-hydroxyphenyl) carbamate (MHPC) expressed as phenmedipham,63.0,187.0,250.0
49,RF-00003336-PAR,Cyantraniliprole,Cyantraniliprole,99.0,150.0,249.0
360,RF-0211-001-PPP,Fluoxastrobin (sum),Fluoxastrobin,77.0,171.0,248.0
855,RF-0706-001-PPP,Flumetralin,Flumetralin,68.0,180.0,248.0
887,RF-0744-001-PPP,Imazapyr,Imazapyr,98.0,146.0,244.0
405,RF-0258-001-PPP,Isoxaben,Isoxaben,73.0,170.0,243.0
832,RF-0684-001-PPP,Fenson,Fenson,92.0,151.0,243.0
401,RF-0254-001-PPP,Ipconazole,Ipconazole,86.0,155.0,241.0
1076,RF-0980-001-PPP,Mebendazole (sum),Mebendazole,94.0,143.0,237.0
908,RF-0767-001-PPP,Ivermectin,Ivermectin,60.0,172.0,232.0
158,RF-0016-003-PPP,Acibenzolar-S-methyl (sum),Acibenzolar acid (CGA 210007),46.0,186.0,232.0
454,RF-0303-003-PPP,Milbemectin (sum),Milbemectin A4,40.0,188.0,228.0
453,RF-0303-002-PPP,Milbemectin (sum),Milbemectin A3,40.0,188.0,228.0
272,RF-0128-003-PPP,Diclofop (sum),Diclofop-Methyl,72.0,155.0,227.0
1006,RF-0889-001-PPP,S421,S421,67.0,159.0,226.0
794,RF-0645-001-PPP,Dodemorph,Dodemorph,67.0,158.0,225.0
977,RF-0858-001-PPP,Profluralin,Profluralin,41.0,184.0,225.0
126,RF-00011882-PAR,Quizalofop (sum),"Quizalofop (sum of quizalofop, its salts, its esters (including propaquizafop) and its conjugates, expressed as quizalofop (any ratio of constituent isomers))",45.0,179.0,224.0
805,RF-0657-001-PPP,Etaconazole,Etaconazole,113.0,111.0,224.0
575,RF-0412-001-PPP,Terbufos (sum),"Terbufos (sum of terbufos, its sulfoxide and sulfone, expressed as terbufos)",83.0,141.0,224.0
235,RF-0094-001-PPP,Chromafenozide,Chromafenozide,123.0,100.0,223.0
66,RF-00003365-PAR,Pymetrozine (sum),"Pymetrozine, 6-hydroxymethylpymetrozine and its phosphate conjugate, expressed as pymetrozine",77.0,146.0,223.0
102,RF-00005724-PAR,Ethofumesate (sum),"Ethofumesate (Sum of ethofumesate, 2-keto–ethofumesate, open-ring-2-keto-ethofumesate and its conjugate, expressed as ethofumesate)",94.0,128.0,222.0
1023,RF-0912-001-PPP,Terbacil,Terbacil,78.0,144.0,222.0
433,RF-0287-001-PPP,Methabenzthiazuron,Methabenzthiazuron,102.0,120.0,222.0
750,RF-0596-001-PPP,Diafenthiuron,Diafenthiuron,85.0,137.0,222.0
17,RF-00001611-PAR,"Quaternary alkyl-ammonium salts with typical alkyl chain lengths of C8, C10 and C12","Quaternary alkyl-ammonium salts with typical alkyl chain lengths of C8, C10 and C12",15.0,206.0,221.0
36,RF-00003038-PAR,Tebuconazole (sum),Hydroxy-tebuconazole,11.0,210.0,221.0
31,RF-00003018-PAR,Milbemectin (sum),"Milbemectin (sum of milbemycin A4 and milbemycin A3, expressed as milbemectin)",32.0,188.0,220.0
907,RF-0766-001-PPP,Isoxathion,Isoxathion,84.0,133.0,217.0
270,RF-0128-001-PPP,Diclofop (sum),Diclofop (sum Diclofop-methyl and Diclofop acid expressed as Diclofop-methyl),77.0,138.0,215.0
578,RF-0412-004-PPP,Terbufos (sum),Terbufos Sulfoxide,71.0,142.0,213.0
773,RF-0622-001-PPP,Dimefox,Dimefox,39.0,174.0,213.0
574,RF-0411-001-PPP,Tepraloxydim (sum),Tepraloxydim,109.0,103.0,212.0
917,RF-0776-001-PPP,Mefenacet,Mefenacet,103.0,107.0,210.0
149,RF-0011-002-PPP,Abamectin (sum),"Avermectin B1a, delta-8,9 isomer",89.0,120.0,209.0
156,RF-0016-001-PPP,Acibenzolar-S-methyl (sum),Acibenzolar-S-methyl (sum of acibenzolar-S-methyl and acibenzolar acid (CGA 210007) expressed as acibenzolar-S-methyl),65.0,144.0,209.0
356,RF-0207-001-PPP,Fluometuron,Fluometuron,81.0,127.0,208.0
1051,RF-0943-001-PPP,Tolfenpyrad,Tolfenpyrad,49.0,158.0,207.0
835,RF-0685-004-PPP,Fensulfothion (sum),Fensulfothion oxon,73.0,133.0,206.0
827,RF-0680-001-PPP,Fenoxaprop,Fenoxaprop,106.0,99.0,205.0
172,RF-0025-001-PPP,Amitrole,Amitrole,87.0,117.0,204.0
81,RF-00004662-PAR,Flupyradifurone,Flupyradifurone,96.0,107.0,203.0
130,RF-00012044-PAR,Carbetamide (sum),Carbetamide (sum of carbetamide and its S isomer),39.0,162.0,201.0
101,RF-00005722-PAR,Fluoxastrobin (sum),"Fluoxastrobin (sum of fluoxastrobin, its Z-isomer and its metabolite 6-(2-chlorophenoxy)-5-fluoro-4-pyrimidinol, expressed as fluoxastrobin)",57.0,144.0,201.0
38,RF-00003041-PAR,"2,4,5-T (sum)","2,4,5-T (sum of 2,4,5-T, its salts and esters, expressed as 2,4,5-T)",84.0,115.0,199.0
949,RF-0815-001-PPP,Nitrothal-Isopropyl,Nitrothal-Isopropyl,41.0,157.0,198.0
355,RF-0206-001-PPP,Flumioxazin,Flumioxazin,96.0,102.0,198.0
599,RF-0433-001-PPP,Triazoxide,Triazoxide,69.0,128.0,197.0
467,RF-0317-001-PPP,Oxadiargyl,Oxadiargyl,58.0,138.0,196.0
97,RF-00004818-PAR,Prochloraz (sum),"BTS 40348 (N-[2-(2,4,6-Trichlorophenoxy)ethyl]propylamine)",75.0,121.0,196.0
834,RF-0685-003-PPP,Fensulfothion (sum),Fensulfothion-sulfon,67.0,128.0,195.0
1094,RF-1008-001-PPP,Nonachlor-Cis,Nonachlor-Cis,46.0,148.0,194.0
836,RF-0685-005-PPP,Fensulfothion (sum),Fensulfothion-oxon-sulphone,73.0,120.0,193.0
904,RF-0763-001-PPP,Isopropalin,Isopropalin,79.0,113.0,192.0
737,RF-0584-001-PPP,Cyhalothrin,Cyhalothrin,26.0,165.0,191.0
944,RF-0809-001-PPP,Nicotine,Nicotine,34.0,157.0,191.0
271,RF-0128-002-PPP,Diclofop (sum),Diclofop,56.0,133.0,189.0
472,RF-0322-001-PPP,Oxycarboxin,Oxycarboxin,63.0,122.0,185.0
654,RF-0494-001-PPP,Bensulfuron-Methyl,Bensulfuron-Methyl,89.0,96.0,185.0
210,RF-0064-001-PPP,Carbetamide (sum),Carbetamide,81.0,102.0,183.0
591,RF-0425-001-PPP,Tolylfluanid (sum),Tolylfluanid (Sum of tolylfluanid and dimethylaminosulfotoluidide expressed as tolylfluanid),102.0,80.0,182.0
25,RF-00002608-PAR,Tembotrione (sum),Tembotrione metabolite M5 (Dihydroxy-tembotrione),30.0,152.0,182.0
108,RF-00006809-PAR,"2,4,6-trichlorophenoxyacetic acid","2,4,6-trichlorophenoxyacetic acid",19.0,162.0,181.0
113,RF-00007585-PAR,Isofetamid,Isofetamid,54.0,127.0,181.0
48,RF-00003334-PAR,Cyprodinil (sum),"CGA 304075 (Phenol, 4-[(4-cyclopropyl-6-methyl-2-pyrimidinyl) amino]-)",49.0,131.0,180.0
90,RF-00004682-PAR,Dichlorprop (sum),"Sum of dichlorprop (including dichlorprop-P) and its salts, expressed as dichlorprop",57.0,122.0,179.0
1063,RF-0957-001-PPP,Trichloronat,Trichloronat,86.0,93.0,179.0
122,RF-00011559-PAR,Carboxin (sum),"Carboxin (carboxin plus its metabolites carboxin sulfoxide and oxycarboxin (carboxin sulfone), expressed as carboxin)",52.0,127.0,179.0
1042,RF-0934-001-PPP,Thiofanox-Sulfone,Thiofanox-Sulfone,82.0,96.0,178.0
539,RF-0376-002-PPP,Pyridate (sum),Pyridate,59.0,117.0,176.0
77,RF-00004652-PAR,Chlorpropham (sum),4-hydroxychlorpropham-O-sulphonic acid (4-HSA),47.0,129.0,176.0
725,RF-0572-001-PPP,Coumatetralyl,Coumatetralyl,49.0,126.0,175.0
388,RF-0240-004-PPP,HCH (sum),HCH-epsilon,42.0,133.0,175.0
613,RF-0446-001-PPP,Trinexapac (sum),"Trinexapac (sum of trinexapac (acid) and its salts, expressed as trinexapac)",64.0,109.0,173.0
137,RF-00012875-PAR,Diclofop (sum),"Sum of diclofop-methyl, diclofop acid and its salts, expressed as diclofop-methyl (sum of isomers)",34.0,138.0,172.0
136,RF-00012871-PAR,Spirotetramat (sum),Spirotetramat-enol expressed as spirotetramat,41.0,131.0,172.0
282,RF-0136-001-PPP,Dimethachlor,Dimethachlor,58.0,112.0,170.0
710,RF-0556-001-PPP,Chloroneb,Chloroneb,76.0,92.0,168.0
124,RF-00011591-PAR,Fluensulfone,Fluensulfone,39.0,126.0,165.0
177,RF-0030-001-PPP,Azadirachtin,Azadirachtin,99.0,66.0,165.0
651,RF-0491-001-PPP,Benodanil,Benodanil,69.0,95.0,164.0
1011,RF-0897-001-PPP,Simeconazole,Simeconazole,37.0,127.0,164.0
550,RF-0385-002-PPP,Resmethrin (sum),cis-Resmethrin,77.0,86.0,163.0
970,RF-0850-001-PPP,"Pirimicarb, Desmethylformamido-","Pirimicarb, Desmethylformamido-",31.0,130.0,161.0
93,RF-00004686-PAR,Captan (sum),THPI,77.0,84.0,161.0
463,RF-0312-001-PPP,Norflurazon,Norflurazon,69.0,92.0,161.0
1053,RF-0945-001-PPP,Transfluthrin,Transfluthrin,76.0,84.0,160.0
106,RF-00005868-PAR,De-ethyl-ethirimol,De-ethyl-ethirimol,0.0,160.0,160.0
533,RF-0374-002-PPP,Pyrethrins,Pyrethrin I,64.0,95.0,159.0
778,RF-0627-001-PPP,Dimethylvinphos,Dimethylvinphos,99.0,59.0,158.0
34,RF-00003033-PAR,Bifenazate (sum),Bifenazate (sum of bifenazate plus bifenazate-diazene expressed as bifenazate),68.0,90.0,158.0
530,RF-0371-001-PPP,Pyraflufen-ethyl (sum),Pyraflufen-ethyl,66.0,90.0,156.0
764,RF-0613-001-PPP,Dicyclanil,Dicyclanil,42.0,112.0,154.0
78,RF-00004653-PAR,Dimoxystrobin (sum),"505M09, expressed as dimoxystrobin",51.0,102.0,153.0
37,RF-00003039-PAR,Tepraloxydim (sum),"Tepraloxydim (sum of tepraloxydim and its metabolites that can be hydrolysed either to the moiety 3-(tetrahydro-pyran-4-yl)-glutaric acid or to the moiety 3-hydroxy-(tetrahydro-pyran-4-yl)-glutaric acid, expressed as tepraloxydim)",63.0,89.0,152.0
94,RF-00004688-PAR,Folpet (sum),"Phthalimide, expressed as folpet",58.0,94.0,152.0
92,RF-00004685-PAR,Captan (sum),"Sum of THPI, 3-OH THPI and 5-OH THPI, expressed as captan",58.0,94.0,152.0
769,RF-0618-001-PPP,Difenoxuron,Difenoxuron,89.0,62.0,151.0
989,RF-0872-001-PPP,Pyraclofos,Pyraclofos,69.0,82.0,151.0
534,RF-0374-003-PPP,Pyrethrins,Pyrethrin II,64.0,87.0,151.0
542,RF-0379-001-PPP,Pyroquilon,Pyroquilon,69.0,82.0,151.0
1116,RF-1059-001-PPP,Fosetyl-Al (sum),Fosetyl,69.0,81.0,150.0
283,RF-0137-001-PPP,Dimethenamid (sum),Dimethenamid-p,0.0,149.0,149.0
1113,RF-1055-001-PPP,Ametoctradin,Ametoctradin,78.0,71.0,149.0
616,RF-0450-001-PPP,Vinclozolin (sum),"Vinclozolin (sum of Vinclozolin and all metabolites containing the 3,5-dichloraniline moiety, expressed as Vinclozolin)",102.0,47.0,149.0
1096,RF-1017-001-PPP,Phosfolan,Phosfolan,64.0,84.0,148.0
67,RF-00003367-PAR,Pyraflufen-ethyl (sum),"Pyraflufen-ethyl (sum of pyraflufen-ethyl and pyraflufen, expressed as pyraflufen-ethyl)",57.0,89.0,146.0
755,RF-0602-001-PPP,"Dichlorobenzamide, 2,6-","Dichlorobenzamide, 2,6-",44.0,100.0,144.0
206,RF-0058-001-PPP,Butylate,Butylate,52.0,92.0,144.0
95,RF-00004728-PAR,"1,4-Dimethylnaphthalene","1,4-Dimethylnaphthalene",24.0,118.0,142.0
1056,RF-0948-001-PPP,Triazamate,Triazamate,67.0,75.0,142.0
868,RF-0719-001-PPP,Flusulfamide,Flusulfamide,67.0,75.0,142.0
84,RF-00004672-PAR,Mevinphos (sum),Mevinphos E-isomer,57.0,82.0,139.0
85,RF-00004673-PAR,Mevinphos (sum),Mevinphos Z-isomer,57.0,82.0,139.0
491,RF-0336-006-PPP,Phorate (sum),Phorate-oxonsulfone,30.0,109.0,139.0
69,RF-00003369-PAR,Bentazone (sum),"Sum of bentazone, its salts and 6-hydroxy bentazone (free and conjugated), expressed as bentazone",57.0,82.0,139.0
632,RF-0470-001-PPP,Amisulbrom,Amisulbrom,71.0,67.0,138.0
252,RF-0107-001-PPP,Cyflufenamid (sum),"Cyflufenamid (sum of cyflufenamid (Z-isomer) and its E-isomer, expressed as cyflufenamid)",80.0,57.0,137.0
717,RF-0564-001-PPP,Cinosulfuron,Cinosulfuron,59.0,78.0,137.0
828,RF-0681-001-PPP,Fenoxaprop-P-Ethyl,Fenoxaprop-P-Ethyl,70.0,65.0,135.0
850,RF-0701-001-PPP,Fluazuron,Fluazuron,32.0,103.0,135.0
1091,RF-1005-001-PPP,Myclobutanil (sum),"Alpha-(3-hydroxybutyl) - alpha - (4-chloro-phenyl) - 1H - 1,2,4 - triazole -1-propanenitrile (RH9090) expressed as myclobutanil",40.0,94.0,134.0
671,RF-0513-001-PPP,Bromfenvinfos,Bromfenvinfos,62.0,72.0,134.0
193,RF-0043-002-PPP,Benthiavalicarb (sum),Benthiavalicarb,12.0,120.0,132.0
963,RF-0838-001-PPP,Pentachlorobenzene,Pentachlorobenzene,63.0,69.0,132.0
423,RF-0276-001-PPP,Meptyldinocap (sum),"Meptyldinocap (sum of 2,4 DNOPC and 2,4 DNOP expressed as meptyldinocap)",67.0,64.0,131.0
886,RF-0743-001-PPP,Imazapic,Imazapic,71.0,60.0,131.0
1107,RF-1046-001-PPP,Flamprop,Flamprop,55.0,75.0,130.0
877,RF-0732-001-PPP,Halfenprox,Halfenprox,61.0,69.0,130.0
128,RF-00011998-PAR,Imazalil (sum),"Sum of imazalil and metabolite FK-772 (any ratio of constituent isomers), expressed as imazalil",33.0,96.0,129.0
6,RF-00000022-PAR,Fluazifop (sum),Fluazifop-P,55.0,74.0,129.0
726,RF-0573-001-PPP,Crimidine,Crimidine,64.0,65.0,129.0
1082,RF-0992-001-PPP,Amitraz (sum),"2,4-Dimethylaniline",55.0,74.0,129.0
938,RF-0800-001-PPP,Naled,Naled,54.0,74.0,128.0
1070,RF-0967-001-PPP,Uniconazole,Uniconazole,22.0,106.0,128.0
1085,RF-0997-001-PPP,Endrin (sum),Endrin aldehyde (expressed as endrin),50.0,77.0,127.0
1000,RF-0883-001-PPP,Pyroxsulam,Pyroxsulam,49.0,78.0,127.0
381,RF-0234-001-PPP,Halosulfuron methyl,Halosulfuron methyl,49.0,77.0,126.0
693,RF-0537-001-PPP,Carpropamid,Carpropamid,62.0,63.0,125.0
1032,RF-0923-001-PPP,Tetrasul,Tetrasul,57.0,65.0,122.0
19,RF-00002591-PAR,Cyflumetofen,Cyflumetofen,70.0,52.0,122.0
47,RF-00003333-PAR,Spirotetramat (sum),"BYI08330-monohydroxy (cis-3-(2,5-Dimethylphenyl)-4-hydroxy-8-methoxy-1-azaspiro[4.5]decan-2-one)",74.0,47.0,121.0
481,RF-0332-001-PPP,Penoxsulam,Penoxsulam,62.0,59.0,121.0
646,RF-0485-001-PPP,Aziprotryne,Aziprotryne,49.0,72.0,121.0
916,RF-0775-001-PPP,Leptophos,Leptophos,56.0,65.0,121.0
703,RF-0548-001-PPP,Chlorfenprop-Methyl,Chlorfenprop-Methyl,12.0,108.0,120.0
118,RF-00008949-PAR,Oxathiapiprolin,Oxathiapiprolin,59.0,60.0,119.0
52,RF-00003340-PAR,Demeton-O,Demeton-O,49.0,69.0,118.0
18,RF-00002584-PAR,Vinclozolin (sum),"3,4-dichloraniline",49.0,69.0,118.0
46,RF-00003332-PAR,Spirotetramat (sum),"BYI08330-ketohydroxy ((cis-3-(2,5-Dimethylphenyl)-3-hydroxy-8-methoxy-1-azaspiro[4.5]decane-2,4-dione)",70.0,47.0,117.0
22,RF-00002596-PAR,Bromadiolone,Bromadiolone,8.0,108.0,116.0
728,RF-0575-001-PPP,Crufomate,Crufomate,49.0,66.0,115.0
902,RF-0761-001-PPP,Isomethiozin,Isomethiozin,49.0,65.0,114.0
502,RF-0346-001-PPP,Pinoxaden (sum),Pinoxaden,49.0,65.0,114.0
636,RF-0474-001-PPP,Anilofos,Anilofos,49.0,65.0,114.0
955,RF-0822-001-PPP,Orbencarb,Orbencarb,49.0,65.0,114.0
852,RF-0703-001-PPP,Fluchloralin,Fluchloralin,41.0,72.0,113.0
429,RF-0282-001-PPP,Metaldehyde,Metaldehyde,62.0,51.0,113.0
241,RF-0097-001-PPP,Clodinafop,"Clodinafop and its S-isomers, expressed as clodinafop",52.0,60.0,112.0
44,RF-00003330-PAR,Spirotetramat (sum),"BYI08330 enol-glucoside (cis-3-(2,5-Dimethylphenyl)-8-methoxy-2-oxo-1-azaspiro [4.5]dec-3-en-4-yl ß-D-glucopyranoside)",70.0,42.0,112.0
53,RF-00003342-PAR,Dinoseb (sum),"Dinoseb (sum of dinoseb, its salts, dinoseb-acetate and binapacryl, expressed as dinoseb)",48.0,64.0,112.0
1098,RF-1022-001-PPP,Demeton-S,Demeton-S,44.0,68.0,112.0
407,RF-0259-002-PPP,Isoxaflutole (sum),Isoxaflutole,20.0,92.0,112.0
771,RF-0620-001-PPP,Diflufenzopyr,Diflufenzopyr,52.0,60.0,112.0
458,RF-0307-001-PPP,Monuron,Monuron,64.0,46.0,110.0
143,RF-00013598-PAR,Chlorothalonil (sum),Chlorothalonil metabolite (R471811),11.0,99.0,110.0
285,RF-0138-001-PPP,Dimethipin,Dimethipin,62.0,48.0,110.0
1052,RF-0944-001-PPP,Tralomethrin,Tralomethrin,68.0,42.0,110.0
20,RF-00002593-PAR,Thiencarbazone-methyl,Thiencarbazone-methyl,37.0,72.0,109.0
293,RF-0143-002-PPP,Dinocap (sum),Dinocap,58.0,51.0,109.0
302,RF-0151-001-PPP,Dithiocarbamates (sum),"Dithiocarbamates (Dithiocarbamates expressed as CS2, including Maneb, Mancozeb, Metiram, Propineb, Thiram and Ziram)",30.0,77.0,107.0
33,RF-00003032-PAR,Bifenazate (sum),Bifenazate-diazene,31.0,75.0,106.0
964,RF-0839-001-PPP,Pentachlorophenol,Pentachlorophenol,41.0,63.0,104.0
860,RF-0711-001-PPP,Fluoroglycofen-Ethyl,Fluoroglycofen-Ethyl,37.0,65.0,102.0
1033,RF-0924-001-PPP,Thenylchlor,Thenylchlor,49.0,51.0,100.0
1079,RF-0989-001-PPP,Bromfenvinfos-methyl,Bromfenvinfos-methyl,8.0,92.0,100.0
140,RF-00013247-PAR,Spinetoram (sum),Spinetoram (sum of spinetoram-J and spinetoram-L),21.0,77.0,98.0
680,RF-0522-001-PPP,Butocarboxim,Butocarboxim,58.0,40.0,98.0
1059,RF-0952-001-PPP,"Tribromophenol, 2,4,6-","Tribromophenol, 2,4,6-",50.0,47.0,97.0
184,RF-0037-001-PPP,Beflubutamid,Beflubutamid,53.0,44.0,97.0
796,RF-0647-001-PPP,Edifenphos,Edifenphos,12.0,85.0,97.0
736,RF-0583-001-PPP,Cycluron,Cycluron,50.0,47.0,97.0
862,RF-0713-001-PPP,Fluotrimazole,Fluotrimazole,12.0,85.0,97.0
24,RF-00002606-PAR,Ametoctradin (sum),"Ametoctradin, metabolite 4-(7-amino-5-ethyl [1,2,4]triazolo, [1,5-a]pyrimidin-6-yl) butanoic acid (M650F01) and metabolite 6-(7-amino-5-ethyl [1,2,4]triazolo [1,5-a]pyrimidin-6-yl) hexanoic acid (M650F06), expressed as ametoctradin",21.0,76.0,97.0
800,RF-0651-001-PPP,Empenthrin,Empenthrin,46.0,50.0,96.0
936,RF-0798-001-PPP,Monalide,Monalide,49.0,46.0,95.0
396,RF-0249-001-PPP,Imazosulfuron,Imazosulfuron,53.0,42.0,95.0
768,RF-0617-001-PPP,Difenacoum,Difenacoum,12.0,82.0,94.0
466,RF-0316-001-PPP,Oryzalin,Oryzalin,49.0,44.0,93.0
774,RF-0623-001-PPP,Dimefuron,Dimefuron,49.0,44.0,93.0
652,RF-0492-001-PPP,Benoxacor,Benoxacor,49.0,44.0,93.0
382,RF-0235-001-PPP,Haloxyfop (sum),"Haloxyfop including haloxyfop-R (Haloxyfop-R methyl ester, haloxyfop-R and conjugates of haloxyfop-R expressed as haloxyfop-R)",45.0,48.0,93.0
678,RF-0520-001-PPP,Butafenacil,Butafenacil,50.0,43.0,93.0
754,RF-0601-001-PPP,Dichlormid,Dichlormid,50.0,43.0,93.0
845,RF-0696-001-PPP,Flocoumafen,Flocoumafen,49.0,44.0,93.0
10,RF-00000029-PAR,Prothioconazole-desthio,Prothioconazole-desthio,46.0,46.0,92.0
471,RF-0321-001-PPP,Oxasulfuron,Oxasulfuron,51.0,41.0,92.0
605,RF-0438-001-PPP,Tridemorph,Tridemorph,52.0,40.0,92.0
239,RF-0096-003-PPP,Clethodim (sum),Sethoxydim,42.0,49.0,91.0
791,RF-0641-001-PPP,Dithiopyr,Dithiopyr,49.0,42.0,91.0
869,RF-0720-001-PPP,Fluthiacet-Methyl,Fluthiacet-Methyl,49.0,42.0,91.0
965,RF-0840-001-PPP,Pentanochlor,Pentanochlor,49.0,42.0,91.0
814,RF-0667-001-PPP,Etobenzanid,Etobenzanid,49.0,42.0,91.0
1037,RF-0929-001-PPP,Thidiazuron,Thidiazuron,49.0,42.0,91.0
891,RF-0750-001-PPP,Inabenfide,Inabenfide,49.0,42.0,91.0
991,RF-0874-001-PPP,Piributicarb,Piributicarb,49.0,42.0,91.0
372,RF-0222-001-PPP,Foramsulfuron,Foramsulfuron,49.0,42.0,91.0
804,RF-0656-001-PPP,Esprocarb,Esprocarb,49.0,42.0,91.0
1036,RF-0928-001-PPP,Thiazopyr,Thiazopyr,49.0,42.0,91.0
776,RF-0625-001-PPP,Dimethametryn,Dimethametryn,49.0,42.0,91.0
638,RF-0476-001-PPP,Aspon,Aspon,49.0,42.0,91.0
911,RF-0770-001-PPP,Karbutilate,Karbutilate,49.0,42.0,91.0
762,RF-0611-001-PPP,Diclosulam,Diclosulam,49.0,42.0,91.0
625,RF-0462-001-PPP,Alanycarb,Alanycarb,49.0,42.0,91.0
915,RF-0774-001-PPP,Lactofen,Lactofen,49.0,42.0,91.0
655,RF-0495-001-PPP,Bensulide,Bensulide,49.0,42.0,91.0
1018,RF-0907-001-PPP,Tebupirimphos,Tebupirimphos,49.0,42.0,91.0
744,RF-0591-001-PPP,Daimuron,Daimuron,49.0,42.0,91.0
600,RF-0434-001-PPP,Tribenuron-methyl,Tribenuron-methyl,49.0,42.0,91.0
775,RF-0624-001-PPP,Dimepiperate,Dimepiperate,49.0,42.0,91.0
741,RF-0588-001-PPP,Cyprazin,Cyprazin,49.0,42.0,91.0
906,RF-0765-001-PPP,Isoxadifen-ethyl,Isoxadifen-ethyl,49.0,42.0,91.0
1066,RF-0960-001-PPP,Trifloxysulfuron,Trifloxysulfuron,49.0,42.0,91.0
927,RF-0787-001-PPP,Methothrin,Methothrin,49.0,42.0,91.0
679,RF-0521-001-PPP,Butamifos,Butamifos,49.0,42.0,91.0
685,RF-0527-001-PPP,Buturon,Buturon,49.0,42.0,91.0
687,RF-0529-001-PPP,Cafenstrole,Cafenstrole,49.0,42.0,91.0
721,RF-0568-001-PPP,Cloquintocet-Mexyl,Cloquintocet-Mexyl,49.0,42.0,91.0
1050,RF-0942-001-PPP,Tiocarbazil,Tiocarbazil,49.0,42.0,91.0
